character,jap text,Eng,Esp
menu_label__(L_05653),民華／０１,Minka／01,Minka／01
menu_label__(L_0565f),民華／０２,Minka／02,Minka/02
menu_label__(L_05681),民華／０３,Minka／03,Minka/03
menu_label__(L_0568d),民華／求婚０１,Minka/Courtship 01,Minka/Cortejo 01
menu_label__(L_056af),民華／求婚０２,Minka/Courtship 02,Minka/Cortejo 02
menu_label__(L_053ad),次,next,siguiente
menu_label__(L_056d1),民華／求婚０３,Minka/Courtship 03,Minka/Cortejo 03
menu_label__(L_056f3),民華／求婚０４,Minka/Courtship 04,Minka/Cortejo 04
menu_label__(L_056ff),民華／求婚汎用,Minka/Courtship General Purpose,Minka/Cortejo genérico
menu_label__(L_0570b),民華／プレゼント,Minka/Present,Minka/Presente.
menu_label__(L_05717),民華／結婚式前,Minka/Pre-Wedding,Minka/Pre-boda
menu_label__(L_05723),民華／結婚式前２,Minka/Pre-Wedding 2,Minka/Pre-boda2
menu_label__(L_0572f),民華／結婚式０,Minka/Wedding0,Minka/Boda0
menu_label__(L_05740),民華／結婚式１,Minka/Wedding1,Minka/Boda1
menu_label__(L_05751),民華／結婚後,Minka/After marriage,Minka/Después del matrimonio
menu_label__(L_05773),民華／別居０１,Minka/Separation 01,Minka/Separated01
menu_label__(L_0577f),民華／別居０２,Minka/Separation 02,Minka/Separado02
menu_label__(L_0578b),民華／別居０３,Minka/Separated 03,Minka/Separated03
menu_label__(L_054c1),次,next,siguiente
menu_label__(L_05797),民華／別居０４,Minka/Separation 04,Minka/Separación 04
menu_label__(L_057a3),民華／別居０５,Minka/Separated05,Minka/Separado05
menu_label__(L_057af),民華／別居０６,Minka/Separation 06,Minka/separación 06
menu_label__(L_057bb),民華／別居００,Minka/Separation 00,Minka/Separación 00
menu_label__(L_057c7),民華／調整／浪梅清とかなみ,Minka／Coordination／NamiBaisei and Kanami,Minka/Coordinación/NaniBaisei y Kanami.
menu_label__(L_057d3),民華／調整／かなみ,Minka/Adjustments/Kanami,Minka/Ajustes/Kanami.
menu_label__(L_057df),民華／大ピンチ,Minka/big pinch,Minka/El gran pellizco.
menu_label__(L_057eb),民華／部下になる,Minka/be my subordinate,Minka/Convertirse en un subordinado.
menu_label__(L_057f7),民華／悪司と結婚生活／汎用１,Married life with Minka/Akuji/General purpose 1,Vida conyugal con Minka/Akuji/Propósito general 1
menu_label__(L_05803),民華／こまし駄目,Minka/Komashi no.,Minka/Komashi No.
menu_label__(L_0580f),部下エッチ風呂,Subordinate sex bath,Baños sexuales subordinados
menu_label__(L_05a3b),神原夕子が来る,Kanbara Yuuko is coming,Kanbara Yuuko viene
menu_label__(L_05a4c),神原夕子が来る５,Kanbara Yuuko is coming5,Kanbara Yuuko viene5
menu_label__(L_05a5d),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_05a73),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_05a93),部下イベント,subordinate event,evento subordinado
menu_label__(L_05ab3),部下イベント／病院,Subordinate Events/Hospitals,Eventos subordinados/hospitales
menu_label__(L_05ad8),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_05ae9),部下調教の館行き,Go to the house of training of subordinates,Ir a la Casa de la Formación Subalterna
menu_label__(L_05afa),部下イベント／のぞみ１,Subordinate Events/Nozomi1,Eventos subordinados/Nozomi1
menu_label__(L_05b15),部下イベント／のぞみ２,Subordinate Event/Nozomi2,Eventos subordinados/Nozomi2
menu_label__(L_05b30),部下イベント／のぞみ３,Subordinate Event/Nozomi3,Eventos subordinados/Nozomi3
menu_label__(L_05957),次,next,siguiente
menu_label__(L_05b4b),夕子／市長始めて,Yuuko／First Mayor,Yuuko/Primera alcaldesa
menu_label__(L_05b57),夕子／市長汎用,Yuuko/Mayor General,Yuuko/Alcalde General
menu_label__(L_05b63),夕子／市長エッチ０,Yuuko/Mayor Etch 0,Yuuko/Alcalde Etch0
menu_label__(L_05b74),夕子／市長エッチ１,Yuuko/Mayor Etch 1,Yuuko/Mayor Etch 1
menu_label__(L_05b85),部下イベント／のぞみ３Ｘ,Subordinate Event/Nozomi3X,Eventos subordinados/Nozomi3X
menu_label__(L_05ba0),夕子／わかめ組にて,At Yuuko/Wakame group,Yuuko/en el grupo Wakame
menu_label__(L_05bac),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_05bc2),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_05bd8),部下エッチ５０,Subordinate sex 50,Sexo subordinado50
menu_label__(L_05bf3),部下エッチ１００,Subordinate sex 100,Sexo subordinado 100.
menu_label__(L_05e15),森薫／酔っぱらい射殺,Mori Kaoru/Yopparai ShootingSatsu,Mori Kaoru/Yopparai ShootingSatsu
menu_label__(L_05e21),部下イベント,subordinate event,evento subordinado
menu_label__(L_05e32),部下エッチ拒否,Subordinate sex refusal,Rechazo del sexo subordinado
menu_label__(L_05e55),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_05e78),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_05e89),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_05e9a),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_05eab),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_05ec1),捕虜愛欲,POW,POW
menu_label__(L_05ed7),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_05ee8),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_05f0d),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_05f32),捕虜スカウト物欲,POW scout greed,Codicia de los exploradores POW
menu_label__(L_05f57),捕虜警察,POW police,Policía POW
menu_label__(L_05d2b),次,next,siguiente
menu_label__(L_05f68),捕虜拷問成功,Successful torture of prisoners of war,Torturar con éxito a los prisioneros de guerra.
menu_label__(L_05f83),捕虜拷問始めて,Prisoner torture begins,Comienza la tortura de prisioneros
menu_label__(L_05f9e),捕虜捕虜拷問,POW torture,Tortura de prisioneros de guerra
menu_label__(L_05fbe),森薫／調教,Mori Kaoru/Training,Mori Kaoru/Training
menu_label__(L_05fca),森薫／売春,Mori Kaoru/Prostitution,Mori Kaoru/prostitution
menu_label__(L_05fd6),森／隠し予算,Mori/Hidden budget,Mori/Presupuesto oculto
menu_label__(L_05fe2),森薫／想い出,Mori Kaoru/remembrance,Mori Kaoru/remembrance
menu_label__(L_05fee),森薫／青年団について,Mori Kaoru/About Youth Group,Mori Kaoru/Acerca de la organización juvenil
menu_label__(L_05ffa),森薫／戦闘会話,Mori Kaoru/Combat Conversations,Mori Kaoru/Conversaciones de combate
menu_label__(L_06006),森薫／戦闘会話Ｘ,Mori Kaoru/Combat Conversation X,Mori Kaoru/Conversación de combate X
menu_label__(L_06012),森／ＥＰＬ,Mori/EPL,Mori/EPL
menu_label__(L_061b8),多恵子／鴉葉への恋,Love for Taeko/Karasuba.,Amor por Taeko/Karasuba.
menu_label__(L_061c4),多恵子／鴉葉誕生日,Taeko/Karasuba Birthday,Taeko/Karasuba Cumpleaños
menu_label__(L_061d0),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_061e1),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_061f2),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_06208),捕虜愛欲,POW,POW
menu_label__(L_0621e),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0622f),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_06240),捕虜警察,POW police,Policía POW
menu_label__(L_060da),次,next,siguiente
menu_label__(L_06251),多恵子／スキャンダル１,Taeko/Scandal 1,Taeko/Scandal 1.
menu_label__(L_0625d),多恵子／スキャンダル２,Taeko/Scandal 2,Taeko/Scandal 2.
menu_label__(L_06269),多恵子／スキャンダル３,Taeko/Scandal 3,Taeko/Scandal 3.
menu_label__(L_06275),多恵子／捕獲,Taeko/capture,Taeko/captura
menu_label__(L_06281),中山多恵子／調教,Nakayama Taeko/Training,Nakayama Taeko/Training
menu_label__(L_0628d),多恵子／貴神の要望,Request for Taeko/Kishin.,Taeko/Kishin pide
menu_label__(L_06299),多恵子／貴神に売る,Sell to Taeko/Kishin.,Vende a Taeko/Kishin.
menu_label__(L_062a5),多恵子／貴神の奴隷,Slaves of Taeko/Kishin.,Taeko/Kishin esclavos
menu_label__(L_06509),市議会／悪司の野望,City Council/Akuji's Ambition,Ambiciones del Ayuntamiento/Akuji.
menu_label__(L_06515),市議会／悪司が攻めて来た,City Council/Akuji attacked.,Ayuntamiento/Akuji atacado.
menu_label__(L_06521),市議会／１週間耐えた,City Council/Endured one week,Consejo de la Ciudad/Aguantó una semana.
menu_label__(L_0652d),市議会／壊滅,City Council/Destruction,Ayuntamientos/diezmados
menu_label__(L_06539),市議会／攻め込めない,City Council/Cannot be attacked,Ayuntamiento/No se puede atacar.
menu_label__(L_0653e),市議会／市長の躊躇,City Council/Mayor's hesitation,Dudas del Ayuntamiento/Alcalde.
menu_label__(L_0654a),市議会／ＰＭパーティ後,After City Council/PM Party,Consejo de la ciudad/después de la fiesta de la PM
menu_label__(L_06556),市議会／怒り,City Council/Anger,Ayuntamiento/Enfado.
menu_label__(L_06562),市議会／戦争の苦情１,City Council/War Complaint 1,Ayuntamiento/queja de guerra 1.
menu_label__(L_0656e),市議会／戦争の苦情２,City Council/War Complaint 2,Ayuntamiento/Reclamaciones de guerra 2
menu_label__(L_0657a),市議会／わかめ壊滅,City Council/Wakame destroyed,Ayuntamiento/Wakame destruido
menu_label__(L_06586),市議会／戦争の苦情３,City Council/War Complaint 3,Ayuntamiento/Quejas de la Guerra 3.
menu_label__(L_06592),市議会／わかめ戦争速報,City Council/Wakame War Bulletin,Ayuntamiento/Boletín de Guerra de Wakame
menu_label__(L_06417),次,next,siguiente
menu_label__(L_0659e),市議会／紹介１,City Council/Introduction 1,Ayuntamiento/Introducción 1
menu_label__(L_065aa),市議会／紹介２,City Council/Introduction 2,Ayuntamiento/Introducción 2
menu_label__(L_065b6),市議会／紹介３,City Council/Introduction 3,Ayuntamiento/Introducción 3
menu_label__(L_065c2),市議会／明里の趣味,City Council/Akari's Interests,Ayuntamiento/Akari de intereses.
menu_label__(L_065ce),中山明里／汎用汎用,Nakayama Akari/General Purpose General Purpose,Nakayama Akari/generic-generic
menu_label__(L_065da),中山多恵子／汎用汎用,Nakayama Taeko/General Purpose General Purpose,Nakayama Taeko/generic-generic
menu_label__(L_065e6),森薫／汎用汎用,Mori Kaoru/General Purpose General Purpose,Mori Kaoru/generic-generic
menu_label__(L_065f2),鴉葉月／汎用汎用,KarasubaMonthly/General Purpose General Purpose,Karasuba mes/propósito general
menu_label__(L_065fe),市議会／停戦中汎用,City Council/Suspension General Purpose,Consejo de la ciudad/Objetivo general del alto el fuego.
menu_label__(L_0660a),市議会／オオサカオリンピック,City Council/Osaka Olympics,Ayuntamiento/Olimpiadas de Osaka
menu_label__(L_06668),Ａパート,Part A,Parte A.
menu_label__(L_067f8),Ｂパート,Part B,Parte B
menu_label__(L_069b6),Ｃパート,C part,Parte C
menu_label__(L_06b02),Ｄパート,Part D,Parte D.
menu_label__(L_06b82),ウィミィ／報告１,Wime/Report 1,Wime/Informe 1
menu_label__(L_06b8e),ウィミィ／報告２,Wime/Report 2,Wime/Informe 2
menu_label__(L_06b9a),ウィミィ／報告３,Wime/Report 3,Wime/Informe 3
menu_label__(L_06ba6),ウィミィ／報告４,Wime/Report 4,Wime/Informe 4
menu_label__(L_06bb2),ウィミィ／報告５,Wime/Report 5,Wime/Informe 5
menu_label__(L_06bbe),ウィミィ／報告６,Wime/Report 6,Wime/Informe 6
menu_label__(L_06bca),ウィミィ／報告７,Wime/Report 7,Wime/Informe 7
menu_label__(L_06bd6),ウィミィ／報告８,Wime/Report 8,Wime/Informe 8
menu_label__(L_06be2),ウィミィ／報告９,Wime/Report 9,Wime/Informe 9
menu_label__(L_06bee),ウィミィ／青年団の対応,Wime/Youth Group Response,Respuesta del grupo de jóvenes.
menu_label__(L_06bfa),ウィミィ／プリシラ現れる,Wime/Priscilla appear,Wime/Priscilla aparece
menu_label__(L_06c06),ウィミィ／悪司の想い出,Memories of Wime/Akuji.,Wime/Akuji recuerdos.
menu_label__(L_06c12),ウィミィ／プリシラの想い出,Memories of Wime/Priscilla.,Recuerdos de Wime/Priscilla.
menu_label__(L_06c1e),ウィミィ／パーティ画策,Wime/Party planning,Tiempo/Planificación de la fiesta
menu_label__(L_06c2a),ウィミィ／招待状,Wime/Invitation,Wime/Invitación.
menu_label__(L_067f8),次,next,siguiente
menu_label__(L_06c36),ウィミィ／悪人発射,Wime/Bad guy launch,Wime/Lanzamiento del tipo malo.
menu_label__(L_06c42),ウィミィ／プリシラの苦悩,Wime/Priscilla distress,Wime/Priscilla angustia.
menu_label__(L_06c4e),ウィミィ／悪司いじめ計画,Wime/Akuji bullying plan,Wime/Akuji esquema de acoso
menu_label__(L_06c5a),ウィミィ／悪司の呼び出しＳ,Wime/Akuji call S,Wime/Akuji llaman S
menu_label__(L_06c66),ウィミィ／悪司の呼び出し,Calling Wime/Akuji.,Wime/Akuji llama
menu_label__(L_06c72),ウィミィ／悪司死刑,Wime/Akuji Death penalty,Wime/Akuji Pena de muerte
menu_label__(L_06c7e),ウィミィ／悪司いじめ１,Wime/Akuji Bullying1,Wime/Akuji Bullying1
menu_label__(L_06c8a),ウィミィ／悪司いじめ２,Wime/Akuji Bullying2,Wime/Akuji Bullying 2
menu_label__(L_06c96),ウィミィ／悪司いじめ３,Wime/Akuji Bullying3,Wime/Akuji acoso3
menu_label__(L_06ca2),ウィミィ／悪司いじめ４,Wime/Akuji bullying4,Wime/Akuji acoso4
menu_label__(L_06cae),ウィミィ／悪司いじめ５,Wime/Akuji Bullying5,Wime/Akuji Bullying5
menu_label__(L_06cba),ウィミィ／悪司いじめ６,Wime/Akuji bullying6,Wime/Akuji Bullying6
menu_label__(L_06cc6),ウィミィ／悪司いじめ７,Wime/Akuji Bullying7,Wime/Akuji Bullying7
menu_label__(L_06cd2),ウィミィ／帰り道,Wime/The Way Home,Wime/El camino a casa
menu_label__(L_06cde),ウィミィ人暴行事件,Wime human atrocities,Atrocidades humanas
menu_label__(L_069b6),次,next,siguiente
menu_label__(L_06cea),ウィミィ／乱暴事件０,Wime／Riot Incident 0,Wime/Rampage 0
menu_label__(L_06cf6),ウィミィ／乱暴事件２,Wime／Riot Incident 2,Wime/The Rampage 2
menu_label__(L_06d02),ウィミィ人セクハラ事件,Wime human sexual harassment case,Caso de acoso sexual humano
menu_label__(L_06d0e),ウィミィ／セクハラ事件０,Wime/Sexual harassment case 0,Wime/Caso de acoso sexual 0
menu_label__(L_06d1a),ウィミィ／セクハラ事件２,Wime/Sexual Harassment Case 2,Wime/Caso de acoso sexual 2
menu_label__(L_06d26),ウィミィ人レイプ事件,Wime human rape case,Caso de violación humana
menu_label__(L_06d32),ウィミィ／レイプ事件０,Wime/Rape Case 0,Wime/Caso de violación 0
menu_label__(L_06d3e),ウィミィ／紹介１,Wime/Introduction 1,Wime/Introducción 1.
menu_label__(L_06d4a),ウィミィ／紹介２,Wime/Introduction 2,Wime/Introducción 2
menu_label__(L_06d56),ウィミィ／紹介３,Wime/Introduction 3,Wime/Introducción 3
menu_label__(L_06d62),ウィミィ／紹介４,Wime/Introduction 4,Wime/Introducción 4
menu_label__(L_06d6e),ウィミィ／汎用汎用,Wime/General Purpose General Purpose,Wime/Propósito general Propósito general
menu_label__(L_06d7a),ウィミィ／招待状,Wime/Invitation,Wime/Invitación.
menu_label__(L_06d86),ジョンソン／敵戦闘会話,Johnson/enemy combat conversation,Johnson/conversación de combate del enemigo
menu_label__(L_06d92),シャロン／敵戦闘会話,Sharon/Enemy Combat Conversation,Sharon/Conversación de combate con el enemigo.
menu_label__(L_06d9e),バーバラ／敵戦闘会話,Barbara/Enemy Combat Conversation,Barbara/conversación de combate con el enemigo
menu_label__(L_07028),選挙／奴らが来た,Election/they're here.,Elecciones/están aquí.
menu_label__(L_07034),選挙／選挙でゴー,Election/Go by Election,Elecciones/vigilancia.
menu_label__(L_07040),選挙／和樹で立候補,Election/Running for office under Kazuki.,Elecciones/Presentarse a las elecciones de  Kazuki.
menu_label__(L_0704c),選挙／多恵子の悩み,Election/Taeko's concerns,Elección/Problemas de Taeko
menu_label__(L_07058),選挙／第１週　夕子,Election/Week 1 Yuuko .,Elecciones/Semana 1 Yuuko.
menu_label__(L_07069),選挙／第１週　殺,Election/Week 1 Satsu .,Elecciones/Semana 1 Satsu.
menu_label__(L_0707a),選挙／和樹で立候補２,Election/Candidate 2 under Kazuki.,Elección/Candidato 2 bajo  Kazuki.
menu_label__(L_07086),選挙／多恵子出馬,Election/TaekoRunoff,Elección/Taeko Presentarse a las elecciones
menu_label__(L_07092),選挙／第２週,Election/Week 2,Elecciones/Semana 2.
menu_label__(L_0709e),選挙／和樹で立候補３,Election/Candidate 3 under Kazuki.,Elección/Candidato 3 en  Kazuki.
menu_label__(L_070aa),選挙／開票日,Election/Vote Counting Date,Fecha de la elección/elección
menu_label__(L_070bb),選挙／街頭演説　夕子,Election/Public Addresses Yuuko  Election,Elecciones/Discursos en la calle Yuuko .
menu_label__(L_070cc),選挙／街頭演説　殺,Election/Public Address Satsu,Elecciones/discursos callejeros Satsu.
menu_label__(L_070dd),選挙／裏選挙活動,Election/backroom campaigning,Campaña electoral/de fondo
menu_label__(L_06f0c),次,next,siguiente
menu_label__(L_070ee),選挙／多恵子の日々,Election/Taeko's daily life,Elecciones/Días  Taeko
menu_label__(L_070fa),選挙／多恵子スキャンダル後,Election/TaekoAfter the scandal,Elección/Taeko Post-escándalo
menu_label__(L_07106),選挙／ＰＭと多恵子,Election/PM and Taeko.,Elecciones/PM y Taeko.
menu_label__(L_07112),選挙／ＰＭ多恵子スキャンダル,Election/PMTaekoScandal,Elección/PMTaekoEscándalo
menu_label__(L_0711e),選挙／開票日,Election/Vote Counting Date,Fecha de la elección/elección
menu_label__(L_0712a),ウィミィ／選挙お知らせ,Wime/Election Notice,Tiempo/Avisos electorales
menu_label__(L_07136),ウィミィ／選挙どうでい,Wime/Election Doi,Wime/Elección Doi
menu_label__(L_0715b),ウィミィ／選挙権,Wime/Voting Rights,Derecho a voto.
menu_label__(L_07167),選挙／ＰＭ多恵子失踪,Election/PMTaekoDisappeared,Elección/PMTaekoDesaparecido
menu_label__(L_07173),選挙／民子により,By Election/Mincho,Elecciones/por los hijos del pueblo
__system__??,{☆立候補 \ 2:,,
__system__??,},,
menu_label__(L_07305),アエン／特攻１,Aen/Suicide attack 1,Aen/Ataque suicida 1
menu_label__(L_07311),アエン／特攻２,Aen/Suicide attack 2,Aen/Ataque suicida 2
menu_label__(L_0731d),アエン／特攻３,Aen／Special Attack 3,Aen/Ataque especial 3
menu_label__(L_07329),アエン／捕虜１,Aen/POW1,Aen/POW1
menu_label__(L_0733f),アエン／捕虜２,Aen/POW2,Aen/POW2
menu_label__(L_07355),アエン／捕虜３,Aen/POW3,Aen/POW3
menu_label__(L_0736b),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_07381),部下イベント／愛欲,Subordinate Events/Lust,Acontecimientos subordinados/deseo.
menu_label__(L_07397),部下イベント／忠義,Subordinate Events/Loyalty,Eventos subordinados/lealtad
menu_label__(L_073ad),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_073c3),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_073fe),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_07438),支倉アエン／調教,Hasekura Aen/Training,Hasekura Aen/Formación
menu_label__(L_07444),支倉アエン／３Ｐ,Hasekura Aen/3P,Hasekura Aen/3P
menu_label__(L_07450),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_072d3),次,next,siguiente
menu_label__(L_07461),支倉アエン／ＥＰＬ,Hasekura Aen/EPL,Hasekura Aen/EPL
menu_label__(L_075e5),わかめ組壊滅祝賀会,Celebration of the destruction of the Wakame group,Celebración de la destrucción del grupo Wakame
menu_label__(L_075f1),青年団／無視してＰＭと戦う０,Youth Group/Ignore and fight PM 0,Grupos de jóvenes/Ignorar y luchar PM 0
menu_label__(L_075fd),青年団／無視してＰＭと戦う１,Youth Group/Ignore and fight PM 1,Grupos de jóvenes/Ignorar y luchar PM 1.
menu_label__(L_0761f),青年団／わかめと戦争中,Youth group/at war with wakame,Grupo de jóvenes/En guerra con el wakame
menu_label__(L_07657),青年団／ＰＭと第２次大戦,Youth Group/PM and WWII,Grupos de jóvenes/PM y la Segunda Guerra Mundial.
menu_label__(L_07663),青年団／市議会とは戦うな,Don't fight the youth group/city council.,No luches contra el grupo de jóvenes/consejo municipal.
menu_label__(L_0766f),青年団／治安会社,Youth Corps/Security Companies,Grupos de jóvenes/empresas de seguridad
menu_label__(L_0767b),青年団／ネズミ使い,Youth Group/Ratsman,Grupo de jóvenes/usuario de ratas
menu_label__(L_07687),部下イベント汎用／青年団女子,Subordinate Event General Purpose/Seinendan Jyoshi .,Evento subordinado genérico/Seinendan Jyoshi.
menu_label__(L_07693),青年団／ネズミ,Youth group/Rats,Grupo de jóvenes/Ratas.
menu_label__(L_0769f),青年団／まんぼう,Youth Group/Mambo,Grupo de jóvenes/Mambo.
menu_label__(L_076ab),青年団／うみねこ,Youth Group/Uminoneko,Grupo de jóvenes/gato de mar
menu_label__(L_076b7),青年団／ダブルハニー,Youth Group/Double Hanny.,Grupo de jóvenes/doble Hanny.
menu_label__(L_0795d),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_07973),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_07989),部下イベント,subordinate event,evento subordinado
menu_label__(L_0799f),部下エッチＮＯ,Subordinate sex NO.,Sexo subordinado NO.
menu_label__(L_079b5),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_079f0),プレゼント了,Present Ryou.,Presente Ryou.
menu_label__(L_07a06),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_07a17),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_07a28),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_07a3e),捕虜愛欲,POW,POW
menu_label__(L_07a54),捕虜物欲１,POW Lust 1,POW greed 1.
menu_label__(L_07a6a),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_07a80),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_07a9b),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_07b52),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_077ef),次,next,siguiente
menu_label__(L_07ab6),海音／イベント１,Umine/Event 1,Umine/Evento 1.
menu_label__(L_07ac2),海音／イベント２,Umine/Event 2,Evento 2.
menu_label__(L_07ace),海音／イベント３,Umine/Event 3,Evento 3.
menu_label__(L_07ada),海音／イベント４,Umine/Event 4,Evento 4.
menu_label__(L_07ae6),海音／市議会の反応,Umine/City Council Response,Umine/Reacción del Ayuntamiento.
menu_label__(L_07af2),海音／青年団の対応,Umine/Youth Group Response,Umine/Respuesta del grupo de jóvenes.
menu_label__(L_07afe),海音／ナンコウ散歩,Umine/Nanko Walk,Umine/Nankow walk
menu_label__(L_07b0a),海音／悪司との交渉,Negotiations with Umine/Akuji.,Negociaciones con Umine/Akuji.
menu_label__(L_07b16),海音／悪司が上陸,Umine/Akuji landed,Umine/Akuji aterrizó.
menu_label__(L_07b22),海音／了を逃がす,Let Umine/Ryou go,Deja que Umine/Ryou se vaya
menu_label__(L_07b2e),海音／了捕獲,Umine/Ryou Capture,Umine/Ryou Captura.
menu_label__(L_07b3a),海音／了とエッチ,Sex with Umine/Ryou.,Umine/Ryou y el sexo
menu_label__(L_07b46),天界海音／調教,Tenkai Umine/Training,Tenkai Umine/Formación
menu_label__(L_07931),次,next,siguiente
menu_label__(L_07b68),海音／ＥＰＬ,Umine/EPL,Umine/EPL
menu_label__(L_07bba),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_07bcb),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_07bdc),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_07dad),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_07dbe),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_07dcf),捕虜愛欲Ｓ,POW Lust S,POW lust S.
menu_label__(L_07de5),捕虜愛欲,POW,POW
menu_label__(L_07dfb),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_07e0c),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_07e1d),竹井つかさ／調教,Takei Tsukasa/Training,Takei Tsukasa/Formación
menu_label__(L_07e29),竹井つかさ／売春,Takei Tsukasa/prostitution,Takei Tsukasa/prostitución
menu_label__(L_07e35),竹井つかさ／どろぼう探し,Takei Tsukasa/Hunt for Dorobo,Takei Tsukasa/Caza de Dorobo
menu_label__(L_07e41),竹井つかさ／金取り,Takei Tsukasa/gold-taking,Takei Tsukasa/gold-taking
menu_label__(L_07e4d),竹井つかさ／金くばり,Takei Tsukasa/Kinkubari,Takei Tsukasa/Kinkubari
menu_label__(L_07e59),竹井つかさ／捕獲作戦,Takei Tsukasa/Operation Capture,Takei Tsukasa/Operación Captura
menu_label__(L_07e65),竹井つかさ／捕獲,Takei Tsukasa/capture,Takei Tsukasa/captura
menu_label__(L_07d17),次,next,siguiente
menu_label__(L_07e71),つかさ／ＶＳヘンリー,Tsukasa/VSHenry .,Tsukasa/VSHenry.
menu_label__(L_07e7d),つかさ／ＶＳ鴉葉,Tsukasa／ＶＳKarasuba,Tsukasa／ＶＳKarasuba
menu_label__(L_07e89),つかさ／ＶＳ弾白,Tsukasa／ＶＳDanpaku,Tsukasa／ＶＳDanpaku
menu_label__(L_07e95),竹井つかさ／貴神にこにこ,Takei Tsukasa/Kishin Nikko,Takei Tsukasa/Kishin Nikoniko
menu_label__(L_07ea1),竹井つかさ／ＥＰＬ,Takei Tsukasa/EPL,Takei Tsukasa/EPL
menu_label__(L_07f73),小春／ギャルバーガー,Koharu/Galburger,Koharu/Galberger.
menu_label__(L_07f7f),小春／ギャルバーガーオープン,Koharu/Galburger open,Koharu/Galburger open
menu_label__(L_07f8b),小春／ギャルバーガー拡張,Koharu/Galburger Extension,Koharu/Extensión de la hamburguesa
menu_label__(L_07f97),小春／受け取り,Koharu/Received,Koharu/Recibido.
menu_label__(L_07fa3),小春／ギャルバーガー人気,Koharu/Galburger Popularity,Koharu/Galburger Popularidad
menu_label__(L_07faf),小春／ギャルバーガーピンチ,Koharu/Galburger Pinch,Koharu/Galburger Pinch
menu_label__(L_080c1),クルス／イベント１,Kurusu/Event 1,Kurusu/Evento 1.
menu_label__(L_080cd),クルス／土木工事１,Kurusu／Civil Engineering 1,Kurusu/Ingeniería Civil 1
menu_label__(L_080d9),クルス／土木工事２,Kurusu／Civil Engineering 2,Kurusu/Ingeniería Civil 2
menu_label__(L_080e5),クルス／土木工事３,Kurusu／Civil Engineering 3,Kurusu/Ingeniería Civil 3
menu_label__(L_080f1),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_08102),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_08113),クルス／部下になる,Kurusu/Become a subordinate,Kurusu/Convertirse en un subordinado.
menu_label__(L_08124),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_08135),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_08146),部下イベント／キリカ有り,Subordinate Event/Kirika Yes,Evento subordinado/Kirika Sí
menu_label__(L_0816d),クルス／戦闘会話,Kurusu/Combat Conversation,Kurusu/Conversaciones de combate.
